benefit_citation,benefit_year,benefit_country,benefit_n,benefit_type,benefit_net,benefit_currency,pop,MUST SOLVE,benefit_healthorprod,benefit_healthorprod_details,duration (years),benefit_location,benefit_pollutant,benefit_pollutant_details,benefit_pollutant_old,Intervention 1 pollutant,explaining column to left,discussion: breakdown of benefits,benefit_mortalityincluded (1=yes),benefit_mortality_details,horizon (years),column explaining left ,benefit_elevated,benefit_descriptionofelevatedconcentration,benefit_studytype,benefit_notes,Title,Complete,Time to complete,benefit_model or experiment,benefit_model_inputs_list,benefit_studydetails,n=,benefit_specificlocation,EDI,scope of model,metric,benefit_metric_details,benefit_descriptionofscenarios,,benefit_officerezschool,typeoriginal,benefit_errorbars,breakdown,CNY per person per yar,1units,1intervention,2type,2net,2error,2units,2healthproductivityboth,2intervention,3type,3net,3error,3units,3healthproductivityboth,3intervention,4type,Intervention 4 Net Benefit,name1,amount1 (US million),name2,amount2,name3,amount3,name4,amount4,name5,amount5,name6,amount6,name7,amount7,name8,amount8,Units,"productivity, health, or both",description of intervention,"Intervention 5 approach (filtration, ventilation, source control)",Intervention 5 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 6 approach (filtration, ventilation, source control)",Intervention 6 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 7 approach (filtration, ventilation, source control)",Intervention 7 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 8 approach (filtration, ventilation, source control)",Intervention 8 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 9 approach (filtration, ventilation, source control)",Intervention 9 Net Benefit,Units,"productivity, health, or both",description of intervention,1breakdown,Intervention 1 description,intervention summary,Benefit/cost,benefit_costs_considered,Intervention 1 Cost,Internvention 1 Cost Description,Intervention 1 Productivity Benefit,Intervention 1 Productivity Benefit Description,Intervention 1 Health Benefit,Intervention 1 Health Benefit Description,Intervention 2 description,Intervention 2 pollutant,Intervention 2 Cost,Internvention 2 Cost Description,Intervention 2 Productivity Benefit,Intervention 2 Productivity Benefit Description,Intervention 2 Health Benefit,Intervention 2 Health Benefit Description,Intervention 3 description,Intervention 3 pollutant,Intervention 3 Cost,Internvention 3 Cost Description,Intervention 3 Productivity Benefit,Intervention 3 Productivity Benefit Description,Intervention 3 Health Benefit,Intervention 3 Health Benefit Description,Intervention 4 description,Intervention 4 pollutant,Intervention 4 Cost,Internvention 4 Cost Description,Intervention 4 Productivity Benefit,Intervention 4 Productivity Benefit Description,Intervention 4 Health Benefit,Intervention 4 Health Benefit Description,Intervention 5 description,Intervention 5 pollutant,Intervention 5 Cost,Internvention 5 Cost Description,Intervention 5 Productivity Benefit,Intervention 5 Productivity Benefit Description,Intervention 5 Health Benefit,Intervention 5 Health Benefit Description,Intervention 6 description,Intervention 6 pollutant,Intervention 6 Cost,Internvention 6 Cost Description,Intervention 6 Productivity Benefit,Intervention 6 Productivity Benefit Description,Intervention 6 Health Benefit,Intervention 6 Health Benefit Description,details on intervention,"health impacts/direct impacts (specific health outcomes, asthma, biomarkers, cardiovascular visits to hospital, respiratory visits, allergies)","description/details on health impacts (asthma exacerbation, asthma puffer use, etc.)","non-specific impacts/Indirect (productivity, absenteesim, cognitive function, SBS)",details on non-specific/indirect,Benefit of health results,Net benefit of health Results,costs considered (,Cost amount,Cost details,benefits of avoided productivity losses (standardized language),Net benefit of avoided productivity loss,Net benefits of the intervention (health and productivity combined),interesting notes (just text),discussion,more dicussion,conclusions,,,,
"Zuraimi, 2007",2007,Singapore,8,source control,4241,,,,both,,1,office,PM10,,pm,,,,,,,,0,,,,"Estimates of associated outdoor particulate matter health risk and costs reductions from alternative building, ventilation and filtration scenarios",Y,,model ,,"combines IAQ and time-weighted exposure models with established concentration-response functions and monetary valuation methods, mortality and morbidity effects of outdoor PM on the population of Singapore under different building, ventilation and filtration strategies estimated",,Singapore,,,,,,,,ventilation and filtration,,CONFIRM IF THIS ONE OFFICE NOT SURE IF 1 YEAR - SINGAPORE,,,office building with 40% ASHRAE filter (Ofc40),,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,,,,,,,,,,non-accidental mortality,17359,chronic bronchitis,274,hospital admission asthma,0.1,emergency room visits,23.4,asthma exacerbations,0.1,restricted activity days,0.3,work loss days,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD per capita,,,Benefit of US$2.4 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,
"Zuraimi, 2007",2007,Singapore,8,ventilation,1624,,,,both,,1,residence,PM10,,pm,,,,,,,,0,,,,"Estimates of associated outdoor particulate matter health risk and costs reductions from alternative building, ventilation and filtration scenarios",Y,,model ,,"combines IAQ and time-weighted exposure models with established concentration-response functions and monetary valuation methods, mortality and morbidity effects of outdoor PM on the population of Singapore under different building, ventilation and filtration strategies estimated",,Singapore,,,,,,,,ventilation and filtration,,NOT SURE IF 1 YEAR - SINGAPORE,,,office building with 85% ASHRAE filter (Ofc85),,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD per capita,,,Benefit of US$2.4 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,
"Zuraimi, 2007",2007,Singapore,8,ventilation,371,,,,both,,1,residence,PM10,,pm,,,,,,,,0,,,,"Estimates of associated outdoor particulate matter health risk and costs reductions from alternative building, ventilation and filtration scenarios",Y,,model ,,"combines IAQ and time-weighted exposure models with established concentration-response functions and monetary valuation methods, mortality and morbidity effects of outdoor PM on the population of Singapore under different building, ventilation and filtration strategies estimated",,Singapore,,,,,,,,ventilation and filtration,,NOT SURE IF 1 YEAR - SINGAPORE,,,closed residence with continuous air conditioning and standard furnace filter (REsAC),,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD per capita,,,Benefit of US$2.4 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,
"Zuraimi, 2007",2007,Singapore,8,ventilation,233,,,,both,,1,residence,PM10,,pm,,,,,,,,0,,,,"Estimates of associated outdoor particulate matter health risk and costs reductions from alternative building, ventilation and filtration scenarios",Y,,model ,,"combines IAQ and time-weighted exposure models with established concentration-response functions and monetary valuation methods, mortality and morbidity effects of outdoor PM on the population of Singapore under different building, ventilation and filtration strategies estimated",,Singapore,,,,,,,,ventilation and filtration,,NOT SURE IF 1 YEAR - SINGAPORE,,,closed residence with typical infiltration rate (ResTV),,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD per capita,,,Benefit of US$2.4 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,
"Zuraimi, 2007",2007,Singapore,8,combination,0,,,,both,,1,school,PM10,,pm,,,,,,,,0,,,,"Estimates of associated outdoor particulate matter health risk and costs reductions from alternative building, ventilation and filtration scenarios",Y,,model ,,"combines IAQ and time-weighted exposure models with established concentration-response functions and monetary valuation methods, mortality and morbidity effects of outdoor PM on the population of Singapore under different building, ventilation and filtration strategies estimated",,Singapore,,,,,,,,ventilation and filtration,,NOT SURE IF 1 YEAR - SINGAPORE,,,residence with high natural ventilation utilizing open windows (ResNV),,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD per capita,,,Benefit of US$2.4 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,
"Zuraimi, 2007",2007,Singapore,8,combination,0,,,,both,,1,school,PM10,,pm,,,,,,,,0,,,,"Estimates of associated outdoor particulate matter health risk and costs reductions from alternative building, ventilation and filtration scenarios",Y,,model ,,"combines IAQ and time-weighted exposure models with established concentration-response functions and monetary valuation methods, mortality and morbidity effects of outdoor PM on the population of Singapore under different building, ventilation and filtration strategies estimated",,Singapore,,,,,,,,ventilation and filtration,,NOT SURE IF 1 YEAR - SINGAPORE,,,residence with high natural ventilation utilizing open windows (ResNV),,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD per capita,,,Benefit of US$2.4 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,
"Zuraimi, 2007",2007,Singapore,8,combination,570,,,,both,,1,office,PM10,,pm,,,,,,,,0,,,,"Estimates of associated outdoor particulate matter health risk and costs reductions from alternative building, ventilation and filtration scenarios",Y,,model ,,"combines IAQ and time-weighted exposure models with established concentration-response functions and monetary valuation methods, mortality and morbidity effects of outdoor PM on the population of Singapore under different building, ventilation and filtration strategies estimated",,Singapore,,,,,,,,ventilation and filtration,,NOT SURE IF 1 YEAR - SINGAPORE,,,residence with high natural ventilation utilizing open windows (ResNV),,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD per capita,,,Benefit of US$2.4 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,
"Zuraimi, 2007",2007,Singapore,8,combination,806,,,,both,,1,combination,,,pm,,,,,,,,0,,,,"Estimates of associated outdoor particulate matter health risk and costs reductions from alternative building, ventilation and filtration scenarios",Y,,model ,,"combines IAQ and time-weighted exposure models with established concentration-response functions and monetary valuation methods, mortality and morbidity effects of outdoor PM on the population of Singapore under different building, ventilation and filtration strategies estimated",,Singapore,,,,,,,,ventilation and filtration,,NOT SURE IF 1 YEAR - SINGAPORE,,,residence with high natural ventilation utilizing open windows (ResNV),,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD per capita,,,Benefit of US$2.4 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The findings demonstrate that building protection effect reduced approximately half the attributable health cases amounting to US$17.7 billion due to PM pollution when compared to levels computed using outdoor data alone. For residential buildings, nationwide adoption of natural ventilation from current state is associated with 28% higher cases of mortality and 13 to 38% higher cases for different morbidities, amounting to US$6.7 billion. The incurred cost is negligible compared to energy costs of air-conditioning. However, nationwide adoption of closed residence and air-conditioning are associated with outcomes including fewer mortality (10 and 6% respectively), fewer morbidities (8 and 4% respectively) and economic savings of US$1.5 and 0.9 billion respectively. The related savings were about a factor of 9 the energy cost for air-conditioning. Nationwide adoption of mechanical ventilation and filtration from current natural ventilation in schools is associated with fewer asthma hospital admissions and exacerbations; although the economic impact is not substantial. Enhanced workplace filtration reduces the mortality and morbidity cases by 14 and 13% respectively amounting to savings of up to US$2.4 billion.",,,,
"Tao et al., 2024",2024,China,4,ventilation,0.73,,,,both,,1,residential and kindergarten (school),DEHP,,dehp,DEHP,,,,,,,0,,,"check why MVF is expensive, error bars removed",Reducing children’s exposure to di(2-ethylhexyl) phthalate in homes and kindergartens in China: Impact on lifetime cancer risks and burden of disease,Y ,,model ,,,,China,,mass balance,,,,289 000 000 children,residential and kindergarten (school),ventilation,11.3 - (-15.3),1.5,5.19,RMB,,source control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 900 000 000,natural ventilation without AC - NOTE that mass baalnces aren't great for mearuing natural ventilation (it's very hard to measure),,2.2 billion RMB (large error bars),,,,,,reduced lifetime cancer risks (LCR) and burden of siease (BoD),"The health benefits of each control strategy were quantified as the reduction in lifetime cancer risks (LCR) and burden of disease (BoD). In the current situation, the mean LCR and disability-adjusted life years (DALY) number attributable to indoor DEHP exposure for Chinese children were around 6.0×10?6 and 155 thousand, respectively. The mean LCR and DALY might be reduced by 25%–54% and 16%–40%, respectively, by increasing air exchange rates by 100%, reducing the use of source materials by two-thirds or deploying commercial air cleaners in naturally ventilated buildings.",,DEHP,,,,,,,mechanical ventilation with air filtration,DEHP,,,,,,,natural ventilation with portbale air cleaner,DEHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tao et al., 2024",2024,China,4,source control,1.36,,,,both,,1,residential and kindergarten (school),DEHP,,dehp,DEHP,,,,,,,0,,,"check why MVF is expensive, error bars removed",Reducing children’s exposure to di(2-ethylhexyl) phthalate in homes and kindergartens in China: Impact on lifetime cancer risks and burden of disease,Y ,,model ,,,,China,,mass balance,,,,not sure baout 1 year,residential and kindergarten (school),source control,11.2 - (-13.1),2.8,9.6885,5.3 billion RMB (large error bars),"retrofit plus - additional ventilation measures added. a post-retrofit CSA townhouse in good structural condition, meeting ASHRAE 62.2 with bathroom and kitchen exhaust fans and a mechanical ventilation system with minimum rates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 900 000 000,natural ventilation without AC - NOTE that mass baalnces aren't great for mearuing natural ventilation (it's very hard to measure),,2.2 billion RMB (large error bars),,,,,,reduced lifetime cancer risks (LCR) and burden of siease (BoD),"The health benefits of each control strategy were quantified as the reduction in lifetime cancer risks (LCR) and burden of disease (BoD). In the current situation, the mean LCR and disability-adjusted life years (DALY) number attributable to indoor DEHP exposure for Chinese children were around 6.0×10?6 and 155 thousand, respectively. The mean LCR and DALY might be reduced by 25%–54% and 16%–40%, respectively, by increasing air exchange rates by 100%, reducing the use of source materials by two-thirds or deploying commercial air cleaners in naturally ventilated buildings.",,DEHP,,,,,,,mechanical ventilation with air filtration,DEHP,,,,,,,natural ventilation with portbale air cleaner,DEHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tao et al., 2024",2024,China,4,combination,0.39,,,,both,,1,residential and kindergarten (school),DEHP,,dehp,DEHP,,,,,,,0,,,"check why MVF is expensive, error bars removed",Reducing children’s exposure to di(2-ethylhexyl) phthalate in homes and kindergartens in China: Impact on lifetime cancer risks and burden of disease,Y ,,model ,,,,China,,mass balance,,,,,residential and kindergarten (school),ventilation and filtration,9.7 - (-16.4),-0.8,-2.76816,,mechanical ventilation with air filtration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 900 000 000,natural ventilation without AC - NOTE that mass baalnces aren't great for mearuing natural ventilation (it's very hard to measure),,2.2 billion RMB (large error bars),,,,,,reduced lifetime cancer risks (LCR) and burden of siease (BoD),"The health benefits of each control strategy were quantified as the reduction in lifetime cancer risks (LCR) and burden of disease (BoD). In the current situation, the mean LCR and disability-adjusted life years (DALY) number attributable to indoor DEHP exposure for Chinese children were around 6.0×10?6 and 155 thousand, respectively. The mean LCR and DALY might be reduced by 25%–54% and 16%–40%, respectively, by increasing air exchange rates by 100%, reducing the use of source materials by two-thirds or deploying commercial air cleaners in naturally ventilated buildings.",,DEHP,,,,,,,mechanical ventilation with air filtration,DEHP,,,,,,,natural ventilation with portbale air cleaner,DEHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
